Approve	Disapprove	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
52.0	41.0		gallup-6054	Gallup	2009-09-09	2009-09-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-6052	Rasmussen	2009-09-09	2009-09-11		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
55.0	43.0		onmessage-r-rnc-6051	OnMessage (R-RNC)	2009-09-10	2009-09-10		Likely Voters	1200	2.8	Live Phone	Pollster	Rep
51.0	42.0		gallup-6048	Gallup	2009-09-08	2009-09-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-6044	Rasmussen	2009-09-08	2009-09-10		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
48.0	51.0		rasmussen-6037	Rasmussen	2009-09-07	2009-09-09		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	42.0		gallup-6040	Gallup	2009-09-06	2009-09-09		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	50.0		rasmussen-6027	Rasmussen	2009-09-06	2009-09-08		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	41.0		gallup-6031	Gallup	2009-09-05	2009-09-08		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0	1.0	ap-gfk-6030	AP-GfK	2009-09-03	2009-09-08		Adults	1000	3.1	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-5982	Rasmussen	2009-09-05	2009-09-07		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	41.0		gallup-6024	Gallup	2009-09-04	2009-09-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-5981	Rasmussen	2009-09-04	2009-09-06		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
86.0			gallup-6028	Gallup	2009-08-31	2009-09-06		Adults - Democrat			Live Phone	Nonpartisan	None
18.0			gallup-6028	Gallup	2009-08-31	2009-09-06		Adults - Republican			Live Phone	Nonpartisan	None
47.0			gallup-6028	Gallup	2009-08-31	2009-09-06		Adults - independent			Live Phone	Nonpartisan	None
52.0	41.0		gallup-5980	Gallup	2009-09-03	2009-09-05		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5979	Rasmussen	2009-09-03	2009-09-05		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	40.0		gallup-5978	Gallup	2009-09-02	2009-09-04		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	51.0		rasmussen-5977	Rasmussen	2009-09-02	2009-09-04		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
55.0	38.0		gallup-5975	Gallup	2009-09-01	2009-09-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	52.0		rasmussen-5972	Rasmussen	2009-09-01	2009-09-03		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
55.0	39.0		gallup-5970	Gallup	2009-08-31	2009-09-02		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	53.0		rasmussen-5968	Rasmussen	2009-08-31	2009-09-02		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	46.0	2.0	nslc-public-opinion-strategies-r-6025	NSLC/Public Opinion Strategies (R)	2009-08-30	2009-09-01		Registered Voters	800	3.5	Live Phone	Pollster	Rep
51.0	42.0	7.0	democracy-corps-d-5974	Democracy Corps (D)	2009-08-30	2009-09-01		Likely Voters	1000	3.0	Live Phone	Pollster	Dem
86.0	11.0	3.0	democracy-corps-d-5974	Democracy Corps (D)	2009-08-30	2009-09-01		Likely Voters - Democrat			Live Phone	Pollster	Dem
14.0	81.0	5.0	democracy-corps-d-5974	Democracy Corps (D)	2009-08-30	2009-09-01		Likely Voters - Republican			Live Phone	Pollster	Dem
44.0	47.0	10.0	democracy-corps-d-5974	Democracy Corps (D)	2009-08-30	2009-09-01		Likely Voters - independent			Live Phone	Pollster	Dem
49.0	43.0	8.0	yougov-economist-5973	YouGov/Economist	2009-08-30	2009-09-01		Adults	1000	4.9	Internet	Nonpartisan	None
80.0	16.0	4.0	yougov-economist-5973	YouGov/Economist	2009-08-30	2009-09-01		Adults - Democrat	324		Internet	Nonpartisan	None
14.0	78.0	8.0	yougov-economist-5973	YouGov/Economist	2009-08-30	2009-09-01		Adults - Republican	252		Internet	Nonpartisan	None
48.0	46.0	7.0	yougov-economist-5973	YouGov/Economist	2009-08-30	2009-09-01		Adults - independent	313		Internet	Nonpartisan	None
54.0	40.0		gallup-5962	Gallup	2009-08-30	2009-09-01		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-5957	Rasmussen	2009-08-30	2009-09-01		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	42.0		gallup-5933	Gallup	2009-08-29	2009-08-31		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	53.0		rasmussen-5931	Rasmussen	2009-08-29	2009-08-31		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	45.0	2.0	cnn-5956	CNN	2009-08-28	2009-08-31		Adults	1010	3.0	Live Phone	Nonpartisan	None
90.0	8.0		cnn-5956	CNN	2009-08-28	2009-08-31		Adults - Democrat			Live Phone	Nonpartisan	None
15.0	85.0		cnn-5956	CNN	2009-08-28	2009-08-31		Adults - Republican			Live Phone	Nonpartisan	None
43.0	53.0		cnn-5956	CNN	2009-08-28	2009-08-31		Adults - independent			Live Phone	Nonpartisan	None
56.0	40.0	4.0	ipsos-mcclatchy-5961	Ipsos/McClatchy	2009-08-27	2009-08-31		Adults	1057	3.0	Live Phone	Nonpartisan	None
88.0	10.0		ipsos-mcclatchy-5961	Ipsos/McClatchy	2009-08-27	2009-08-31		Adults - Democrat	499	4.4	Live Phone	Nonpartisan	None
18.0	78.0		ipsos-mcclatchy-5961	Ipsos/McClatchy	2009-08-27	2009-08-31		Adults - Republican	401	4.9	Live Phone	Nonpartisan	None
54.0	37.0		ipsos-mcclatchy-5961	Ipsos/McClatchy	2009-08-27	2009-08-31		Adults - independent			Live Phone	Nonpartisan	None
56.0	35.0	9.0	cbs-news-5955	CBS News	2009-08-27	2009-08-31		Adults	1097	3.0	Live Phone	Nonpartisan	None
86.0	8.0	6.0	cbs-news-5955	CBS News	2009-08-27	2009-08-31		Adults - Democrat	375		Live Phone	Nonpartisan	None
19.0	69.0	12.0	cbs-news-5955	CBS News	2009-08-27	2009-08-31		Adults - Republican	296		Live Phone	Nonpartisan	None
50.0	39.0	11.0	cbs-news-5955	CBS News	2009-08-27	2009-08-31		Adults - independent	426		Live Phone	Nonpartisan	None
42.0	48.0		zogby-internet-5929	Zogby (Internet)	2009-08-24	2009-08-31		Likely Voters	4518	1.5	Internet	Nonpartisan	None
75.0	13.0	12.0	zogby-internet-5929	Zogby (Internet)	2009-08-24	2009-08-31		Likely Voters - Democrat			Internet	Nonpartisan	None
51.0	42.0		gallup-5927	Gallup	2009-08-28	2009-08-30		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-5926	Rasmussen	2009-08-28	2009-08-30		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
84.0			gallup-6023	Gallup	2009-08-23	2009-08-30		Adults - Democrat			Live Phone	Nonpartisan	None
16.0			gallup-6023	Gallup	2009-08-23	2009-08-30		Adults - Republican			Live Phone	Nonpartisan	None
48.0			gallup-6023	Gallup	2009-08-23	2009-08-30		Adults - independent			Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-5925	Rasmussen	2009-08-27	2009-08-29		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
50.0	42.0		gallup-5924	Gallup	2009-08-27	2009-08-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	42.0		gallup-5923	Gallup	2009-08-26	2009-08-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	50.0		rasmussen-5922	Rasmussen	2009-08-26	2009-08-28		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
50.0	43.0		gallup-5920	Gallup	2009-08-25	2009-08-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-5918	Rasmussen	2009-08-25	2009-08-27		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	37.0	12.0	pew-5958	Pew	2009-08-20	2009-08-27		Adults	2003	2.5	Live Phone	Nonpartisan	None
50.0	43.0		gallup-5913	Gallup	2009-08-24	2009-08-26		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-5911	Rasmussen	2009-08-24	2009-08-26		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
48.0	45.0	7.0	yougov-economist-5915	YouGov/Economist	2009-08-23	2009-08-25		Adults	1000	4.9	Internet	Nonpartisan	None
83.0	12.0	5.0	yougov-economist-5915	YouGov/Economist	2009-08-23	2009-08-25		Adults - Democrat	355		Internet	Nonpartisan	None
14.0	82.0	3.0	yougov-economist-5915	YouGov/Economist	2009-08-23	2009-08-25		Adults - Republican	259		Internet	Nonpartisan	None
44.0	50.0	6.0	yougov-economist-5915	YouGov/Economist	2009-08-23	2009-08-25		Adults - independent	292		Internet	Nonpartisan	None
51.0	44.0		gallup-5908	Gallup	2009-08-23	2009-08-25		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5903	Rasmussen	2009-08-23	2009-08-25		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	42.0		gallup-5905	Gallup	2009-08-22	2009-08-24		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	51.0		rasmussen-5900	Rasmussen	2009-08-22	2009-08-24		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
49.0	50.0		rasmussen-5898	Rasmussen	2009-08-21	2009-08-23		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	40.0		gallup-5897	Gallup	2009-08-21	2009-08-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
86.0			gallup-6022	Gallup	2009-08-17	2009-08-23		Adults - Democrat			Live Phone	Nonpartisan	None
16.0			gallup-6022	Gallup	2009-08-17	2009-08-23		Adults - Republican			Live Phone	Nonpartisan	None
49.0			gallup-6022	Gallup	2009-08-17	2009-08-23		Adults - independent			Live Phone	Nonpartisan	None
54.0	38.0		gallup-5896	Gallup	2009-08-20	2009-08-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-5895	Rasmussen	2009-08-20	2009-08-22		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	40.0		gallup-5894	Gallup	2009-08-19	2009-08-21		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5893	Rasmussen	2009-08-19	2009-08-21		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
45.0	51.0		zogby-internet-5892	Zogby (Internet)	2009-08-18	2009-08-20		Likely Voters	2530	2.0	Internet	Nonpartisan	None
53.0	40.0		gallup-5888	Gallup	2009-08-18	2009-08-20		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5887	Rasmussen	2009-08-18	2009-08-20		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
51.0	42.0		gallup-5881	Gallup	2009-08-17	2009-08-19		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	50.0		rasmussen-5876	Rasmussen	2009-08-17	2009-08-19		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	42.0	6.0	arg-5884	ARG	2009-08-16	2009-08-19		Adults	1100	2.6	Live Phone	Nonpartisan	None
86.0	8.0		arg-5884	ARG	2009-08-16	2009-08-19		Adults - Democrat	440		Live Phone	Nonpartisan	None
6.0	94.0		arg-5884	ARG	2009-08-16	2009-08-19		Adults - Republican	253		Live Phone	Nonpartisan	None
41.0	48.0		arg-5884	ARG	2009-08-16	2009-08-19		Adults - independent	297		Live Phone	Nonpartisan	None
49.0	44.0	7.0	yougov-economist-5882	YouGov/Economist	2009-08-16	2009-08-18		Adults	1000	4.9	Internet	Nonpartisan	None
86.0	10.0	4.0	yougov-economist-5882	YouGov/Economist	2009-08-16	2009-08-18		Adults - Democrat	343		Internet	Nonpartisan	None
11.0	85.0	4.0	yougov-economist-5882	YouGov/Economist	2009-08-16	2009-08-18		Adults - Republican	237		Internet	Nonpartisan	None
45.0	53.0	3.0	yougov-economist-5882	YouGov/Economist	2009-08-16	2009-08-18		Adults - independent	297		Internet	Nonpartisan	None
51.0	41.0		gallup-5874	Gallup	2009-08-16	2009-08-18		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	49.0		rasmussen-5870	Rasmussen	2009-08-16	2009-08-18		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
49.0	39.0	11.0	clarus-5917	Clarus	2009-08-14	2009-08-18		Registered Voters	1003	3.1	Live Phone	Nonpartisan	None
51.0	49.0		harris-internet-5909	Harris (internet)	2009-08-10	2009-08-18		Adults	2498		Internet	Nonpartisan	None
81.0	19.0		harris-internet-5909	Harris (internet)	2009-08-10	2009-08-18		Adults - Democrat			Internet	Nonpartisan	None
13.0	87.0		harris-internet-5909	Harris (internet)	2009-08-10	2009-08-18		Adults - Republican			Internet	Nonpartisan	None
47.0	53.0		harris-internet-5909	Harris (internet)	2009-08-10	2009-08-18		Adults - independent			Internet	Nonpartisan	None
51.0	40.0	9.0	nbc-news-5868	NBC News	2009-08-15	2009-08-17		Adults	805	3.5	Live Phone	Nonpartisan	None
52.0	42.0		gallup-5866	Gallup	2009-08-15	2009-08-17		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5862	Rasmussen	2009-08-15	2009-08-17		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	42.0	6.0	ppp-d-5873	PPP (D)	2009-08-14	2009-08-17		Registered Voters	909	3.3	Automated Phone	Pollster	Dem
85.0	10.0	6.0	ppp-d-5873	PPP (D)	2009-08-14	2009-08-17		Registered Voters - Democrat			Automated Phone	Pollster	Dem
16.0	79.0	5.0	ppp-d-5873	PPP (D)	2009-08-14	2009-08-17		Registered Voters - Republican			Automated Phone	Pollster	Dem
48.0	42.0	10.0	ppp-d-5873	PPP (D)	2009-08-14	2009-08-17		Registered Voters - independent			Automated Phone	Pollster	Dem
57.0	40.0	3.0	abc-post-5886	ABC/Post	2009-08-13	2009-08-17		Adults	1001	3.0	Live Phone	Nonpartisan	None
51.0	37.0	11.0	pew-5872	Pew	2009-08-11	2009-08-17		Adults	2010	2.5	Live Phone	Nonpartisan	None
82.0	9.0	9.0	pew-5872	Pew	2009-08-11	2009-08-17		Adults - Democrat	660	4.5	Live Phone	Nonpartisan	None
18.0	71.0	10.0	pew-5872	Pew	2009-08-11	2009-08-17		Adults - Republican	525	5.0	Live Phone	Nonpartisan	None
45.0	43.0	12.0	pew-5872	Pew	2009-08-11	2009-08-17		Adults - independent	706	4.5	Live Phone	Nonpartisan	None
53.0	40.0		gallup-5861	Gallup	2009-08-14	2009-08-16		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5860	Rasmussen	2009-08-14	2009-08-16		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
86.0			gallup-6021	Gallup	2009-08-10	2009-08-16		Adults - Democrat			Live Phone	Nonpartisan	None
20.0			gallup-6021	Gallup	2009-08-10	2009-08-16		Adults - Republican			Live Phone	Nonpartisan	None
46.0			gallup-6021	Gallup	2009-08-10	2009-08-16		Adults - independent			Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-5859	Rasmussen	2009-08-13	2009-08-15		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
54.0	39.0		gallup-5858	Gallup	2009-08-13	2009-08-15		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	52.0		rasmussen-5855	Rasmussen	2009-08-12	2009-08-14		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
55.0	37.0		gallup-5854	Gallup	2009-08-12	2009-08-14		Adults	1500	3.0	Live Phone	Nonpartisan	None
54.0	43.0	3.0	public-opinion-strategies-r-5902	Public Opinion Strategies (R)	2009-08-11	2009-08-13		Registered Voters	800	3.5	Live Phone	Pollster	Rep
54.0	39.0		gallup-5839	Gallup	2009-08-11	2009-08-13		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-5835	Rasmussen	2009-08-11	2009-08-13		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	40.0	7.0	fox-5833	FOX	2009-08-11	2009-08-12		Registered Voters	900	3.0	Live Phone	Nonpartisan	None
87.0	8.0	5.0	fox-5833	FOX	2009-08-11	2009-08-12		Registered Voters - Democrat	353	5.0	Live Phone	Nonpartisan	None
16.0	76.0	8.0	fox-5833	FOX	2009-08-11	2009-08-12		Registered Voters - Republican	312	6.0	Live Phone	Nonpartisan	None
49.0	44.0	7.0	fox-5833	FOX	2009-08-11	2009-08-12		Registered Voters - independent	199	7.0	Live Phone	Nonpartisan	None
53.0	40.0		gallup-5830	Gallup	2009-08-10	2009-08-12		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-5829	Rasmussen	2009-08-10	2009-08-12		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
49.0	43.0	9.0	yougov-economist-5831	YouGov/Economist	2009-08-09	2009-08-11		Adults	1000	4.9	Internet	Nonpartisan	None
85.0	10.0	5.0	yougov-economist-5831	YouGov/Economist	2009-08-09	2009-08-11		Adults - Democrat	357		Internet	Nonpartisan	None
10.0	85.0	5.0	yougov-economist-5831	YouGov/Economist	2009-08-09	2009-08-11		Adults - Republican	251		Internet	Nonpartisan	None
42.0	48.0	10.0	yougov-economist-5831	YouGov/Economist	2009-08-09	2009-08-11		Adults - independent	285		Internet	Nonpartisan	None
53.0	40.0		gallup-5820	Gallup	2009-08-09	2009-08-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	52.0		rasmussen-5814	Rasmussen	2009-08-09	2009-08-11		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
54.0	40.0		gallup-5810	Gallup	2009-08-08	2009-08-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5807	Rasmussen	2009-08-08	2009-08-10		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
55.0	38.0		gallup-5805	Gallup	2009-08-07	2009-08-09		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	51.0		rasmussen-5804	Rasmussen	2009-08-07	2009-08-09		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
90.0			gallup-6020	Gallup	2009-08-03	2009-08-09		Adults - Democrat			Live Phone	Nonpartisan	None
17.0			gallup-6020	Gallup	2009-08-03	2009-08-09		Adults - Republican			Live Phone	Nonpartisan	None
52.0			gallup-6020	Gallup	2009-08-03	2009-08-09		Adults - independent			Live Phone	Nonpartisan	None
55.0	38.0		gallup-5803	Gallup	2009-08-06	2009-08-08		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	50.0		rasmussen-5802	Rasmussen	2009-08-06	2009-08-08		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	36.0		gallup-5801	Gallup	2009-08-05	2009-08-07		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	50.0		rasmussen-5800	Rasmussen	2009-08-05	2009-08-07		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	36.0		gallup-5798	Gallup	2009-08-04	2009-08-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-5797	Rasmussen	2009-08-04	2009-08-06		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
55.0	35.0	10.0	marist-college-5816	Marist College	2009-08-03	2009-08-06		Registered Voters	845	3.5	Live Phone	Nonpartisan	None
90.0	6.0	4.0	marist-college-5816	Marist College	2009-08-03	2009-08-06		Registered Voters - Democrat			Live Phone	Nonpartisan	None
20.0	71.0	9.0	marist-college-5816	Marist College	2009-08-03	2009-08-06		Registered Voters - Republican			Live Phone	Nonpartisan	None
47.0	37.0	16.0	marist-college-5816	Marist College	2009-08-03	2009-08-06		Registered Voters - independent			Live Phone	Nonpartisan	None
56.0	37.0		gallup-5792	Gallup	2009-08-03	2009-08-05		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	51.0		rasmussen-5791	Rasmussen	2009-08-03	2009-08-05		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	37.0		gallup-5785	Gallup	2009-08-02	2009-08-04		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	51.0		rasmussen-5783	Rasmussen	2009-08-02	2009-08-04		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	38.0		zogby-phone-5788	Zogby (Phone)	2009-07-31	2009-08-04		Likely Voters	1005	3.2	Live Phone	Nonpartisan	None
55.0	38.0		gallup-5779	Gallup	2009-08-01	2009-08-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	48.0		rasmussen-5776	Rasmussen	2009-08-01	2009-08-03		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	40.0	4.0	cnn-5789	CNN	2009-07-31	2009-08-03		Adults	1136	3.0	Live Phone	Nonpartisan	None
58.0	37.0	5.0	ipsos-mcclatchy-5793	Ipsos/McClatchy	2009-07-30	2009-08-03		Adults	1005	3.1	Live Phone	Nonpartisan	None
82.0	15.0		ipsos-mcclatchy-5793	Ipsos/McClatchy	2009-07-30	2009-08-03		Adults - Democrat			Live Phone	Nonpartisan	None
24.0	70.0		ipsos-mcclatchy-5793	Ipsos/McClatchy	2009-07-30	2009-08-03		Adults - Republican			Live Phone	Nonpartisan	None
57.0	34.0		ipsos-mcclatchy-5793	Ipsos/McClatchy	2009-07-30	2009-08-03		Adults - independent			Live Phone	Nonpartisan	None
50.0	42.0	9.0	quinnipiac-5790	Quinnipiac	2009-07-27	2009-08-03		Registered Voters	2409	2.0	Live Phone	Nonpartisan	None
85.0	9.0	6.0	quinnipiac-5790	Quinnipiac	2009-07-27	2009-08-03		Registered Voters - Democrat			Live Phone	Nonpartisan	None
16.0	77.0	7.0	quinnipiac-5790	Quinnipiac	2009-07-27	2009-08-03		Registered Voters - Republican			Live Phone	Nonpartisan	None
45.0	45.0	10.0	quinnipiac-5790	Quinnipiac	2009-07-27	2009-08-03		Registered Voters - independent			Live Phone	Nonpartisan	None
56.0	38.0		gallup-5774	Gallup	2009-07-31	2009-08-02		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	48.0		rasmussen-5772	Rasmussen	2009-07-31	2009-08-02		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
87.0			gallup-6019	Gallup	2009-07-27	2009-08-02		Adults - Democrat			Live Phone	Nonpartisan	None
20.0			gallup-6019	Gallup	2009-07-27	2009-08-02		Adults - Republican			Live Phone	Nonpartisan	None
47.0			gallup-6019	Gallup	2009-07-27	2009-08-02		Adults - independent			Live Phone	Nonpartisan	None
55.0	39.0		gallup-5771	Gallup	2009-07-30	2009-08-01		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-5770	Rasmussen	2009-07-30	2009-08-01		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	38.0		gallup-5768	Gallup	2009-07-29	2009-07-31		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-5767	Rasmussen	2009-07-29	2009-07-31		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
54.0	40.0		gallup-5765	Gallup	2009-07-28	2009-07-30		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-5763	Rasmussen	2009-07-28	2009-07-30		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
52.0	41.0		gallup-5755	Gallup	2009-07-27	2009-07-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-5746	Rasmussen	2009-07-27	2009-07-29		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
56.0	38.0	6.0	time-5738	Time	2009-07-27	2009-07-28		Adults	1002	3.0	Live Phone	Nonpartisan	None
53.0	39.0		gallup-5737	Gallup	2009-07-26	2009-07-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	43.0	7.0	yougov-economist-5736	YouGov/Economist	2009-07-26	2009-07-28		Adults	1000	4.9	Internet	Nonpartisan	None
85.0	11.0	4.0	yougov-economist-5736	YouGov/Economist	2009-07-26	2009-07-28		Adults - Democrat	332		Internet	Nonpartisan	None
15.0	82.0	3.0	yougov-economist-5736	YouGov/Economist	2009-07-26	2009-07-28		Adults - Republican	253		Internet	Nonpartisan	None
49.0	47.0	4.0	yougov-economist-5736	YouGov/Economist	2009-07-26	2009-07-28		Adults - independent	295		Internet	Nonpartisan	None
49.0	50.0		rasmussen-5732	Rasmussen	2009-07-26	2009-07-28		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
58.0	30.0	12.0	cbs-times-5743	CBS/Times	2009-07-24	2009-07-28		Adults	1050	3.0	Live Phone	Nonpartisan	None
86.0	10.0	20.0	cbs-times-5743	CBS/Times	2009-07-24	2009-07-28		Adults - Democrat	335		Live Phone	Nonpartisan	None
24.0	56.0	20.0	cbs-times-5743	CBS/Times	2009-07-24	2009-07-28		Adults - Republican	248		Live Phone	Nonpartisan	None
52.0	33.0	15.0	cbs-times-5743	CBS/Times	2009-07-24	2009-07-28		Adults - independent	467		Live Phone	Nonpartisan	None
54.0	37.0		gallup-5731	Gallup	2009-07-25	2009-07-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	49.0		rasmussen-5729	Rasmussen	2009-07-25	2009-07-27		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
53.0	40.0	7.0	nbc-wsj-5744	NBC/WSJ	2009-07-24	2009-07-27		Adults	1011	3.1	Live Phone	Nonpartisan	None
56.0	36.0		gallup-5726	Gallup	2009-07-24	2009-07-26		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5724	Rasmussen	2009-07-24	2009-07-26		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
54.0	34.0	12.0	pew-5745	Pew	2009-07-22	2009-07-26		Adults	1506	3.0	Live Phone	Nonpartisan	None
85.0	8.0		pew-5745	Pew	2009-07-22	2009-07-26		Adults - Democrat	505	5.0	Live Phone	Nonpartisan	None
19.0	72.0		pew-5745	Pew	2009-07-22	2009-07-26		Adults - Republican	373	6.0	Live Phone	Nonpartisan	None
48.0	37.0		pew-5745	Pew	2009-07-22	2009-07-26		Adults - independent	532	5.0	Live Phone	Nonpartisan	None
53.0	42.0	6.0	npr-5734	NPR	2009-07-22	2009-07-26		Likely Voters	850	3.4	Live Phone	Nonpartisan	None
88.0			gallup-6018	Gallup	2009-07-20	2009-07-26		Adults - Democrat			Live Phone	Nonpartisan	None
21.0			gallup-6018	Gallup	2009-07-20	2009-07-26		Adults - Republican			Live Phone	Nonpartisan	None
51.0			gallup-6018	Gallup	2009-07-20	2009-07-26		Adults - independent			Live Phone	Nonpartisan	None
56.0	37.0		gallup-5723	Gallup	2009-07-23	2009-07-25		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-5722	Rasmussen	2009-07-23	2009-07-25		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
55.0	39.0		gallup-5721	Gallup	2009-07-22	2009-07-24		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	51.0		rasmussen-5719	Rasmussen	2009-07-22	2009-07-24		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
